done	id	url	title	town	area	description	NRIS_no	nara_cat	long-lat
	LC_HABS_HAER_ak0083		Church & Parish House, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-I ; Building/structure dates: ca. 1900 Initial Construction ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0235		Town of Eagle Cabin, Lot 5, Block 20 (Facing onto Second Street), Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-J ; Building/structure dates: 1909  ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0074		Northern Commercial Company, Warehouse, 220 Front Street, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-A ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0075		Northern Commercial Company, Store, 220 Front Street, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-7-B ; National Register of Historic Places NRIS Number: 70000919	70000919		wikipedia look up
	LC_HABS_HAER_ak0117		Ed Biederman Fish Camp, Yukon River, Eagle, Southeast Fairbanks Census Area, AK	Eagle Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-40 ; Building/structure dates: 1916 Initial Construction ; Building/structure dates: 1926 Subsequent Work ; National Register of Historic Places NRIS Number: 87001204	87001204		wikipedia look up
	LC_HABS_HAER_ak0039		Valdez-Fairbanks Trail Roadhouses, Delta Junction, Southeast Fairbanks Census Area, AK	Delta Junction Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-11 ; National Register of Historic Places NRIS Number: 76000364, 79003756, 01000021	76000364, 79003756, 01000021		wikipedia look up
	LC_HABS_HAER_ak0040		Valdez-Fairbanks Trail Roadhouses, Sullivan Roadhouse, Delta Junction, Southeast Fairbanks Census Area, AK	Delta Junction Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-11-A ; Building/structure dates: 1906 Initial Construction ; Building/structure dates: after 1930  ; National Register of Historic Places NRIS Number: 79003756	79003756		wikipedia look up
	LC_HABS_HAER_ak0041		Valdez-Fairbanks Trail Roadhouses, Rika's Roadhouse, Delta Junction, Southeast Fairbanks Census Area, AK	Delta Junction Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-11-B ; National Register of Historic Places NRIS Number: 76000364	76000364		wikipedia look up
	LC_HABS_HAER_ak0042		Valdez-Fairbanks Trail Roadhouses, Black Rapids Roadhouse, Delta Junction, Southeast Fairbanks Census Area, AK	Delta Junction Southeast Fairbanks Census Area AK	Southeast Fairbanks Census Area,  AK	HABS AK-11-C ; National Register of Historic Places NRIS Number: 01000021	01000021		wikipedia look up
	LC_HABS_HAER_ak0096		Fourth Avenue Theatre, 630 West Fourth Avenue, Anchorage, Anchorage Borough, AK	Anchorage Anchorage Borough AK	Anchorage Borough,  AK	HABS AK-28 ; Building/structure dates: 1947 Initial Construction ; National Register of Historic Places NRIS Number: 82001620	82001620		wikipedia look up
	LC_HABS_HAER_ak0403		Alaska Railroad Depot, 411 First Avenue, Anchorage, Anchorage Borough, AK	Anchorage Anchorage Borough AK	Anchorage Borough,  AK	HABS AK-171 ; National Register of Historic Places NRIS Number: 99001027	99001027		wikipedia look up
	LC_HABS_HAER_ak0408		KENI Radio Building, 1777 Forest Park Drive, Anchorage, Anchorage Borough, AK	Anchorage Anchorage Borough AK	Anchorage Borough,  AK	HABS AK-176 ; National Register of Historic Places NRIS Number: 88000380	88000380		wikipedia look up
	LC_HABS_HAER_ak0140		Naval Operating Base Dutch Harbor & Fort Mears, Air Operations Administration Building, Unalaska, Aleutian Islands, AK	Unalaska Aleutian Islands AK	Aleutian Islands,  AK	HABS AK-34-A ; Building/structure dates: 1943 Initial Construction ; National Register of Historic Places NRIS Number: 85002733	85002733		wikipedia look up
	LC_HABS_HAER_ak0032		Town of Chisana, Old Post Office, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-F ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0027		Town of Chisana, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9 ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0028		Town of Chisana, U.S. Commissioner's Court, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-A ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0029		Town of Chisana, U.S. Commissioner's Residence, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-B ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0030		Town of Chisana, Women's Jail, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-C ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0031		Town of Chisana, Earl Herst Cabin, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-E ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0033		Town of Chisana, Blacksmith's Shop, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-H ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0034		Town of Chisana, First N. P. Nelson Cabin, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-I ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0035		Town of Chisana, Ray McNutt Cookhouse, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-P ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0036		Town of Chisana, Ray McNutt Storage Shed, Chisana, Copper River Census Area, AK	Chisana Copper River Census Area AK	Copper River Census Area,  AK	HABS AK-9-Q ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 85002999	85002999		wikipedia look up
	LC_HABS_HAER_ak0265		St. Michael the Archangel Russian Orthodox Church, Lake Avenue, Cordova, Chugach Census Area, AK	Cordova Chugach Census Area AK	Chugach Census Area,  AK	HABS AK-58 ; National Register of Historic Places NRIS Number: 80004578	80004578		wikipedia look up
	LC_HABS_HAER_ak0354		Sons of Norway Hall, Indian Street, Petersburg, Wrangell-Petersburg Census Area, AK	Petersburg Wrangell-Petersburg Census Area AK	Wrangell-Petersburg Census Area,  AK	HABS AK-122 ; National Register of Historic Places NRIS Number: 79003765	79003765		wikipedia look up
	LC_HABS_HAER_ak0332		Chief Shakes House, Shakes Island, Wrangell, Wrangell-Petersburg Census Area, AK	Wrangell Wrangell-Petersburg Census Area AK	Wrangell-Petersburg Census Area,  AK	HABS AK-101 ; National Register of Historic Places NRIS Number: 70000918	70000918		wikipedia look up
	LC_HABS_HAER_ak0110		George McGregor Cabin, Yukon River near Coal Creek, Circle, Yukon-Koyukuk Census Area, AK	Circle Yukon-Koyukuk Census Area AK	Yukon-Koyukuk Census Area,  AK	HABS AK-43 ; Building/structure dates: 1938 Initial Construction ; National Register of Historic Places NRIS Number: 87001199	87001199		wikipedia look up
	LC_HABS_HAER_ak0125		Frank Slaven Roadhouse, Shed, Yukon River at Coal Creek, Circle, Yukon-Koyukuk Census Area, AK	Circle Yukon-Koyukuk Census Area AK	Yukon-Koyukuk Census Area,  AK	HABS AK-42-A ; National Register of Historic Places NRIS Number: 87001202	87001202		wikipedia look up
	LC_HABS_HAER_ak0109		Woodchopper Roadhouse, Yukon River, Circle, Yukon-Koyukuk Census Area, AK	Circle Yukon-Koyukuk Census Area AK	Yukon-Koyukuk Census Area,  AK	HABS AK-44 ; Building/structure dates: ca. 1910 Initial Construction ; Building/structure dates: 1944  ; National Register of Historic Places NRIS Number: 87001201	87001201		wikipedia look up
	LC_HABS_HAER_ak0067		Mount McKinley Headquarters, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35 ; Building/structure dates:    1925- 1938 Initial Construction ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0126		Mount McKinley Headquarters, Employee Residence, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-A ; Building/structure dates: 1938 Initial Construction ; Building/structure dates: 1954 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0127		Mount McKinley Headquarters, Employee Residence, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-B ; Building/structure dates: 1938 Initial Construction ; Building/structure dates: 1954 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0128		Mount McKinley Headquarters, Administration Building, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-C ; Building/structure dates:    1934- 1935 Initial Construction ; Building/structure dates: 1954 Subsequent Work ; Building/structure dates: after. 1970- before. 1979 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0129		Mount McKinley Headquarters, Employee Residence, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-D ; Building/structure dates: 1926 Initial Construction ; Building/structure dates: 1942 Subsequent Work ; Building/structure dates: 1950 Subsequent Work ; Building/structure dates: 1952 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0130		Mount McKinley Headquarters, Superintendent's Residence, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-E ; Building/structure dates:    1940- 1941 Initial Construction ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0131		Mount McKinley Headquarters, Warehouse, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-F ; Building/structure dates: 1928 Initial Construction ; Building/structure dates: after. 1950- before. 1959 Subsequent Work ; Building/structure dates: 1982 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0132		Mount McKinley Headquarters, Garage & Repair Shop, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-G ; Building/structure dates: 1939 Initial Construction ; Building/structure dates: 1955 Subsequent Work ; Building/structure dates: 1981 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0133		Mount McKinley Headquarters, Ranger Cache & Garage, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-H ; Building/structure dates: 1931 Initial Construction ; Building/structure dates: after. 1950- before. 1965 Subsequent Work ; Building/structure dates: ca. 1977- ca. 1979 Subsequent Work ; Building/structure dates: 1984 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0134		Mount McKinley Headquarters, Dog Feed Cache & Sled Storage, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-I ; Building/structure dates: 1920 Initial Construction ; Building/structure dates: 1938 Subsequent Work ; Building/structure dates: 1976 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0135		Mount McKinley Headquarters, Barn, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-J ; Building/structure dates: 1929 Initial Construction ; Building/structure dates:    1947- 1948 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0136		Mount McKinley Headquarters, Boiler House, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-K ; Building/structure dates: 1932 Initial Construction ; Building/structure dates: 1942 Subsequent Work ; Building/structure dates: 1950 Subsequent Work ; Building/structure dates: after. 1970- before. 1979 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0137		Mount McKinley Headquarters, Electric Light Plant, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-L ; Building/structure dates:    1930- 1931 Initial Construction ; Building/structure dates:    1930- 1931 Initial Construction ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0138		Mount McKinley Headquarters, Employee Residence, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-M ; Building/structure dates: 1939 Initial Construction ; Building/structure dates:    1943- 1944 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0139		Mount McKinley Headquarters, Comfort Station, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-35-N ; Building/structure dates: 1932 Initial Construction ; Building/structure dates: 1967 Subsequent Work ; Building/structure dates:    1985- 1986 Subsequent Work ; National Register of Historic Places NRIS Number: 87000975	87000975		wikipedia look up
	LC_HABS_HAER_ak0065		Pearson Cabin, near Toklat River, Cantwell, Denali Borough, AK	Cantwell Denali Borough AK	Denali Borough,  AK	HABS AK-33 ; Building/structure dates: 1927 Initial Construction ; Building/structure dates: 1951 Subsequent Work ; Building/structure dates: 1976 Subsequent Work ; National Register of Historic Places NRIS Number: 86003207	86003207		wikipedia look up
	LC_HABS_HAER_ak0308		St. Sergius of Radonezh Russian Orthodox Church, Chuathbaluk, Bethel Census Area, AK	Chuathbaluk Bethel Census Area AK	Bethel Census Area,  AK	HABS AK-90 ; National Register of Historic Places NRIS Number: 80004585	80004585		wikipedia look up
	LC_HABS_HAER_ak0326		St. Seraphim Russian Orthodox Churches, Old Church, Lower Kalskag, Bethel Census Area, AK	Lower Kalskag Bethel Census Area AK	Bethel Census Area,  AK	HABS AK-92-A ; Building/structure dates: 1936 Initial Construction ; National Register of Historic Places NRIS Number: 80004586	80004586		wikipedia look up
	LC_HABS_HAER_ak0298		St. Jacob Russian Orthodox Church, Napaskiak, Bethel Census Area, AK	Napaskiak Bethel Census Area AK	Bethel Census Area,  AK	HABS AK-80 ; National Register of Historic Places NRIS Number: 80000748	80000748		wikipedia look up
	LC_HABS_HAER_ak0050		Roy Fure's Trapping Cabin, King Salmon, Bristol Bay Borough, AK	King Salmon Bristol Bay Borough AK	Bristol Bay Borough,  AK	HABS AK-18 ; Building/structure dates: ca. 1926 Initial Construction ; National Register of Historic Places NRIS Number: 85000187	85000187		wikipedia look up
	LC_HABS_HAER_ak0303		St. John the Baptist Russian Orthodox Church, Naknek, Bristol Bay Borough, AK	Naknek Bristol Bay Borough AK	Bristol Bay Borough,  AK	HABS AK-85 ; National Register of Historic Places NRIS Number: 80000750	80000750		wikipedia look up
	LC_HABS_HAER_ak0300		Elevation of the Holy Cross Russian Orthodox Church, South Naknek, Bristol Bay Borough, AK	South Naknek Bristol Bay Borough AK	Bristol Bay Borough,  AK	HABS AK-82 ; National Register of Historic Places NRIS Number: 80000755	80000755		wikipedia look up
